Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor,lat,lon
Rua Kansas,Brooklin Paulista,São Paulo,200,3,1,10,2240000,-23.609688,-46.677315
Rua Amâncio Klein,Vila das Belezas,São Paulo,160,6,3,4,550000,-23.6452576,-46.7442053
,Vila Matilde,São Paulo,120,3,2,1,530000,-23.536179,-46.524605
,Vila Ida,São Paulo,255,3,5,3,2200000,-23.5431007,-46.7074196
"Rua Dorandia, 62 ",Jardim Brasil (Zona Norte),São Paulo,100,4,3,4,600000,-23.478010161463413,-46.572628210243906
Avenida George Saville Dodd,Jardim Guedala,São Paulo,770,4,1,6,7000000,-23.5812878,-46.7081235
Rua General Vitorino Monteiro,Vila Romana,São Paulo,450,5,5,4,2100000,-23.5366871,-46.6984612
Rua São Borja,Cidade Vargas,São Paulo,480,3,2,4,1060000,-23.6495389,-46.6376066
"Rua José de Freitas Guimarães, 353 ",Pacaembu,São Paulo,400,2,5,3,2150000,-23.5439516,-46.6720029
,Vila Prudente,São Paulo,296,3,5,6,1800000,-23.592335,-46.57496141835203
Rua Doutor Octávio de Oliveira Santos,Brooklin Paulista,São Paulo,200,3,4,2,1070000,-23.6016546,-46.6857018
,Jardim Guedala,São Paulo,400,4,3,4,1800000,-23.5873828,-46.71764795766417
Rua Cássio Martins Vilaça,Pacaembu,São Paulo,288,4,5,3,2890000,-23.550384,-46.6708018
Rua Deolinda de Oliveira,Vila Moraes,São Paulo,150,3,2,2,435000,-23.6233223,-46.6105644
"Rua Mateus Clemente, 0 ",Jardim Alvorada (Zona Oeste),São Paulo,180,3,4,3,450000,-23.595545,-46.7568979
Rua Doutor Martins de Oliveira,Jardim Londrina,São Paulo,300,4,4,2,1290000,-23.6114965,-46.7365386
,Jardim Guedala,São Paulo,750,4,7,4,6900000,-23.5873828,-46.71764795766417
"Rua Teviot, 50 ",Vila Nova Conceição,São Paulo,120,2,2,2,1620000,-23.5857607,-46.6684936
,Vila Nova Conceição,São Paulo,190,3,3,2,2290000,-23.0503416,-47.8327759
,Jardim Guedala,São Paulo,755,4,7,4,6900000,-23.5873828,-46.71764795766417
"Rua Teviot, 50 ",Vila Nova Conceição,São Paulo,125,2,2,2,1620000,-23.5857607,-46.6684936
,Vila Nova Conceição,São Paulo,195,3,3,2,2290000,-23.0503416,-47.8327759
"Rua Professor Alfredo Ashcar, 185 ",Jardim Leonor,São Paulo,250,3,5,4,1200000,-23.5989849,-46.7218655
"Rua Barão de Juparanã, 666 ",Vila Zelina,São Paulo,230,5,5,2,990000,-23.5925469,-46.5750945
,Vila Madalena,São Paulo,391,4,5,4,2850000,-23.5464956,-46.6911243
"Rua Albertina, 135 ",Tremembé,São Paulo,440,3,5,5,1780000,-23.461556,-46.6241004
Travessa Doutor Ezequiel Antunes de Oliveira,Vila Nova Conceição,São Paulo,170,3,5,3,2400000,-23.5927738,-46.6825436
Praça Doutor João Guilherme Flocke,Vila Madalena,São Paulo,380,7,5,6,3200000,-23.5456013,-46.7061874
"Rua Laurindo Sbampato, 62 ",Vila Guilherme,São Paulo,130,3,2,2,660000,-23.5033158,-46.5986368
"Rua Santos Dumont, 438 ",Jardim Petrópolis,São Paulo,763,5,6,4,3490000,-23.9625684,-46.3114529
Rua São Leônidas,Santo Amaro,São Paulo,232,3,2,3,1000000,-23.6589332,-46.7013555
Rua Iraci,Jardim Paulistano,São Paulo,136,3,4,3,1800000,-23.1820517,-45.812299
Rua dos Franceses,Morro dos Ingleses,São Paulo,125,3,2,2,1150000,-23.5582291,-46.6472116
Rua Madalena,Vila Madalena,São Paulo,488,4,6,3,2950000,-23.5512088,-46.6873057
Rua Murajuba,Alto de Pinheiros,São Paulo,1530,4,6,6,9890000,-23.5445747,-46.7121022
Rua Doutor Roberto Moreira,Jardim Leonor,São Paulo,700,3,8,6,4000000,-23.6045224,-46.7141595
,Alto da Lapa,São Paulo,135,1,2,4,1550000,-23.5273913,-46.7130594
Rua Doutor Fausto de Almeida Prado Penteado,Jardim Sílvia (Zona Oeste),São Paulo,1643,4,5,10,3800000,-23.5974475,-46.703565
Rua Professora Sebastiana Silva Minhoto,Tatuapé,São Paulo,147,2,3,3,690000,-23.5397368,-46.5604718
"Rua Caropá, 652 ",Vila Madalena,São Paulo,192,3,3,2,1600000,-23.5477145,-46.7008856
Rua Meru,Parque da Vila Prudente,São Paulo,201,3,3,4,960000,-23.5879186,-46.573264
Rua Mateus Martins do Prado,Parque Alves de Lima,São Paulo,158,4,4,2,820000,-23.6684877,-46.731789
Rua Gregório Paes de Almeida,Vila Madalena,São Paulo,280,3,3,4,2500000,-23.5443177,-46.7069497
"Rua dos Alcatrazes, 304 ",Chácara Flora,São Paulo,1300,5,8,9,10000000,-23.6467987,-46.680602
"Rua Ovídio Lopes, 157 ",Parque Boturussu,São Paulo,125,2,1,1,315000,-23.4979671,-46.4817756
Rua Lourenço de Azevedo,Vila Morse,São Paulo,240,3,2,3,1300000,-23.5965081,-46.7295362
Rua Marcos Lopes,Vila Nova Conceição,São Paulo,200,5,5,3,3880000,-23.5969522,-46.6712751
,Jardim Camargo Novo,São Paulo,300,4,5,7,950000,-23.5043429,-46.3837673
,Chácara Santo Antônio (Zona Sul),São Paulo,150,3,2,1,795000,-23.6277608,-46.7054657
"Rua Pero Correia, 892 ",Vila Mariana,São Paulo,350,6,4,10,1700000,-23.58507693082242,-46.620935319003905
"Rua Iramaia, 50 ",Jardim Europa,São Paulo,210,4,3,3,2300000,-23.5758356,-46.6861217
,Jardim dos Estados,São Paulo,514,4,6,6,2800000,-23.5198462,-47.4760404
Rua Sampaio Vidal,Jardim Paulistano,São Paulo,237,3,4,3,3200000,-23.5713171,-46.6890995
Rua Américo Brasiliense,Alto da Boa Vista,São Paulo,350,4,6,4,2200000,-23.6303603,-46.7038045
"Rua Bernardino de Campos, 816 ",Campo Belo,São Paulo,320,3,5,2,1740000,-21.184422522516552,-47.809704082119204
"Rua Mestre João, 198 ",Jardim Vila Formosa,São Paulo,250,4,2,4,800000,-21.7731612,-52.1435316
,Jardim Planalto,São Paulo,130,3,3,2,390000,-20.7644695,-49.3866174
"Avenida Comendador Adibo Ares, 1230 ",Morumbi,São Paulo,686,5,6,5,3350000,-23.59379,-46.7098689
,Santana,São Paulo,300,4,6,4,1500000,-30.903222,-55.4955322
Rua Professor Nova Gomes,Vila Madalena,São Paulo,261,3,5,2,1800000,-23.5475945,-46.7038819
,Pacaembu,São Paulo,390,4,3,4,3500000,-24.7505847,-53.7249498
Rua José Ubaldo Lomônaco,Jardim da Glória,São Paulo,430,5,6,4,3150000,-23.5865531,-46.6224873
"Rua Ícaro Sydow, 77 ",Cidade Jardim,São Paulo,726,4,6,8,3600000,-23.5954393,-46.7055926
,Jardim Patente Novo,São Paulo,219,3,3,2,475000,,
Rua Angatuba,Pacaembu,São Paulo,380,3,4,2,5600000,-23.5532026,-46.6663164
Rua Joana Martins Castilho,Vila Água Funda,São Paulo,200,2,2,3,540000,-23.6315783,-46.6257445
,Jardim das Camélias,São Paulo,1700,4,7,13,3300000,-23.5178634,-47.50389885580493
"Rua Miranda Guerra, 321 ",Jardim Petrópolis,São Paulo,250,4,4,3,1450000,-23.6342186,-46.685743
,Jardim Virginia Bianca,São Paulo,200,2,3,4,1090000,,
Rua Itatinga,Pacaembu,São Paulo,350,4,6,4,3000000,-23.5513768,-46.6710367
"Rua Baguassu, 67 ",Vila Regente Feijó,São Paulo,288,3,3,3,1980000,-23.5581059,-46.5760853
Rua Dona Germaine Burchard,Água Branca,São Paulo,110,3,1,2,1300000,-23.5280042,-46.67114
Rua Luisiania,Brooklin Paulista,São Paulo,249,4,5,4,2200000,-23.7029347,-46.8593261
,Jardim Morumbi,São Paulo,244,3,5,2,890000,-23.4674102,-47.4404657
Rua Pedro Madureira,Jardim São Paulo(Zona Norte),São Paulo,270,3,3,3,1300000,-23.4952809,-46.6202383
"Rua Bernardino Pinheiro, 164 ",Vila Rosaria,São Paulo,195,3,1,5,650000,-23.5011175,-46.4352787
"Rua Pedro Rodrigues Marques, 0 ",Jardim Ana Maria,São Paulo,88,2,3,2,360000,-23.6273318,-46.7577984
,Jardim Viana,São Paulo,273,3,4,3,1600000,-23.5485112,-46.8725837
Rua Matias Quevedo,Conjunto Residencial José Bonifácio,São Paulo,100,2,2,1,300000,-23.5551913,-46.4331285
,Jardim Franca,São Paulo,296,4,4,4,1550000,-23.4771766,-46.6143865
Rua Pirituba,Mirandópolis,São Paulo,120,2,2,2,1000000,-23.6116879,-46.6403364
Rua Rodolfo Arena,Vila Moraes,São Paulo,54,1,1,2,305000,-23.6284761,-46.6087008
Alameda dos Anapurus,Indianópolis,São Paulo,218,3,3,3,1745000,-23.6066248,-46.6575309
Rua Leme do Prado,Santo Amaro,São Paulo,300,3,3,2,1420000,-23.6555823,-46.6928156
,Jardim Célia (Zona Sul),São Paulo,266,4,3,3,2500000,,
Rua Doutor Benedito Matarazzo,Parque Maria Helena,São Paulo,160,3,3,3,550000,-23.6636177,-46.7631488
Rua Desembargador Vicente Penteado,Jardim América,São Paulo,410,4,6,3,5200000,-23.5682379,-46.6805515
Rua Umburanas,Alto de Pinheiros,São Paulo,370,4,5,4,4100000,-23.5497991,-46.7146863
,Morumbi,São Paulo,566,4,7,8,3500000,-23.5964988,-46.7178446
,Parque Guarani,São Paulo,98,2,1,2,369999,-23.6627434,-46.4455087
Rua Conde D'Eu,Santo Amaro,São Paulo,312,4,3,3,1700000,-23.6513261,-46.6994784
Rua das Fiandeiras,Vila Olímpia,São Paulo,300,3,5,2,3900000,,
Rua Juvenal Galeno,Jardim da Saúde,São Paulo,280,3,5,7,1389000,-23.6170923,-46.6125397
"Rua Falchi Gianini, 497 ",Vila Prudente,São Paulo,120,3,2,3,565000,-23.5816045,-46.5783865
"Rua Erva Cidreira, 85 ",Jardim Vista Linda,São Paulo,160,3,3,2,689900,-23.4919558,-46.7526193
Alameda Casa Branca,Jardim Paulista,São Paulo,180,2,1,2,2100000,-23.5701502,-46.664208
Rua General Fonseca Teles,Jardim Paulista,São Paulo,425,4,6,3,8700000,-23.5781267,-46.6679943
"Rua Aparaó, 68 ",Vila Inah,São Paulo,320,3,4,7,1980000,-23.5876627,-46.7259908
Rua Saramenha,Sumaré,São Paulo,300,4,4,4,1650000,-23.5404553,-46.690445
,Vila Brasilina,São Paulo,187,3,1,5,690000,-23.5222472,-47.254863
,Vila Antonieta,São Paulo,135,3,1,2,589000,-22.16232875,-49.96547064933826
"Rua Backer, 2 ",Cambuci,São Paulo,248,3,3,2,890000,-23.5688218,-46.6187775
Rua Duartina,Sumaré,São Paulo,345,4,3,6,2800000,-23.5454576,-46.6838405
Rua Estevão Baião,Vila Congonhas,São Paulo,125,2,2,1,600000,-23.6267542,-46.6675595
Rua Professor Athanassof,Cidade Patriarca,São Paulo,150,3,2,2,430000,-23.5359216,-46.5058199
"Rua Desembargador do Vale, 947 ",Perdizes,São Paulo,148,3,2,1,830000,-23.52906394419952,-46.68941463730555
Rua Carlos Malheiro Dias,Vila Pirituba,São Paulo,108,3,3,3,598000,,
Avenida Euclides,Vila Fachini,São Paulo,140,3,2,2,625400,-23.6580495,-46.6350018
Rua Murajuba,Alto de Pinheiros,São Paulo,300,2,4,2,3350000,-23.5445747,-46.7121022
,Jardim Europa,São Paulo,1510,5,5,20,65000000,-22.7252877,-47.3629074
,Vila Ema,São Paulo,88,2,2,3,470000,-23.2045216,-45.9014843
Rua Antônio de Gouveia Giudice,Alto de Pinheiros,São Paulo,340,4,7,3,4250000,-23.5520036,-46.7081836
Rua Antônio Carlos de Andrade,Veleiros,São Paulo,136,3,2,3,550000,-23.6834178,-46.7073742
Rua Marjorie Prado,Jardim Marajoara,São Paulo,400,4,6,4,1200000,-23.6545356,-46.6827925
"Rua Pedro Teixeira, 180 ",Vila Olímpia,São Paulo,135,3,3,1,1100000,-23.6028291,-46.6777489
,Jardim Morumbi,São Paulo,445,2,3,4,1900000,-23.4674102,-47.4404657
"Rua Porto Martins, 621 ",Brooklin Paulista,São Paulo,160,3,1,2,1400000,-23.5998986,-46.6864961
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,434,4,4,5,3900000,-23.5551066,-46.7072446
,Vila Nova Conceição,São Paulo,270,4,3,2,2995000,-23.0503416,-47.8327759
"Rua Pedro Teixeira, 180 ",Vila Olímpia,São Paulo,140,3,3,1,1100000,-23.6028291,-46.6777489
,Jardim Morumbi,São Paulo,450,2,3,4,1900000,-23.4674102,-47.4404657
"Rua Porto Martins, 621 ",Brooklin Paulista,São Paulo,165,3,1,2,1400000,-23.5998986,-46.6864961
Rua Ernesto Nazaré,Alto de Pinheiros,São Paulo,439,4,4,5,3900000,-23.5551066,-46.7072446
,Vila Nova Conceição,São Paulo,275,4,3,2,2995000,-23.0503416,-47.8327759
,Alto de Pinheiros,São Paulo,426,4,7,5,2700000,-23.5499064,-46.7076422
,Boaçava,São Paulo,410,3,5,3,4200000,-23.540313,-46.7226097
,Alto de Pinheiros,São Paulo,337,4,5,4,2900000,-23.5499064,-46.7076422
,Vila Morse,São Paulo,160,3,4,2,770000,,
Avenida Doutor Cardoso de Melo,Vila Olímpia,São Paulo,200,2,1,2,2900000,-23.6001686,-46.6810465
Rua Orlando Chiodi,Vila Antônio dos Santos,São Paulo,150,3,2,1,420000,-23.6019525,-46.5142263
"Rua Princesa Leopoldina, 491 ",Alto da Lapa,São Paulo,150,3,2,4,1500000,-23.5308859,-46.7170925
Rua Geórgia,Brooklin Paulista,São Paulo,130,2,5,1,1700000,-23.6119725,-46.6761817
"Rua Januário Miraglia, 148 ",Vila Nova Conceição,São Paulo,180,3,1,4,2980000,-23.5854131,-46.669764
Rua das Fiandeiras,Vila Olímpia,São Paulo,300,4,1,2,3900000,,
Rua Januário Cardoso,Vila Nova Conceição,São Paulo,550,2,4,2,15500000,-23.5880093,-46.6675669
"Rua Buarque, 317 ",Vila Inah,São Paulo,360,4,6,5,1900000,-23.5908663,-46.7235885
,Itaim Bibi,São Paulo,328,2,3,2,3500000,-23.5843807,-46.6784441
Rua Dona Ana Helena de Salles Gusmão,Jardim Paulistano,São Paulo,363,4,6,4,5600000,-23.5750606,-46.6947457
"Rua Vicente Pereira, 51 ",Barro Branco (Zona Norte),São Paulo,600,6,7,6,3800000,-23.209655,-45.8116699
,Conjunto Residencial Vista Verde,São Paulo,120,3,2,2,585000,-23.2739398,-47.6814433
Rua Deodato Saraiva da Silva,Parque das Paineiras,São Paulo,300,3,2,1,550000,-23.536287,-46.4762977
Rua Adelino Bertoli,Vila Dom Pedro II,São Paulo,274,4,3,2,600000,-23.4923262,-46.6049055
,Jardim Franca,São Paulo,150,3,5,8,2000000,-23.4771766,-46.6143865
,Cidade Jardim,São Paulo,720,4,5,4,4700000,-23.6150559,-45.3916312
Rua Marabá Paulista,Vila Bancária Munhoz,São Paulo,115,2,2,1,400000,-23.4837002,-46.6863752
"Rua Comendador Gabriel Calfat, 51 ",Jardim Leonor,São Paulo,554,4,7,3,2350000,-23.6004113,-46.7228429
Rua Emboabas,Brooklin Paulista,São Paulo,400,6,4,6,1950000,-23.6383941,-46.6737876
Rua Curuzu,Alto da Lapa,São Paulo,216,3,5,3,2500000,-23.5300542,-46.7210248
"Rua Doutor Manoel Maria Tourinho, 450 ",Pacaembu,São Paulo,400,3,3,8,5995500,-23.5437746,-46.6678304
,Jardim Paulistano,São Paulo,200,3,3,2,3280000,-20.8630025,-49.4156027
,Alto de Pinheiros,São Paulo,400,4,3,4,2111000,-23.5499064,-46.7076422
Rua Gaivota,Moema,São Paulo,360,4,6,3,4490000,-23.6100597,-46.4379457
Avenida Amarilis,Cidade Jardim,São Paulo,840,4,6,8,5797000,-23.5905907,-46.7023453
,Jardim Guedala,São Paulo,290,3,4,4,1950000,-23.5873828,-46.71764795766417
Rua Banibás,Alto de Pinheiros,São Paulo,203,3,4,4,2800000,-23.5502185,-46.7150028
,Morumbi,São Paulo,764,4,4,6,3500000,-23.5964988,-46.7178446
"Rua Afonso José de Carvalho, 32 ",Vila Madalena,São Paulo,300,2,1,2,1595000,-23.544703,-46.7047807
"Avenida IV Centenário, 544 ",Jardim Luzitânia,São Paulo,675,8,6,9,9900000,-23.0439699,-47.8409526
Rua Rodrigues Seixas,Cidade Líder,São Paulo,50,2,1,1,200000,-20.8137132,-49.3550333
"Rua Mário Whately, 41 ",Alto da Lapa,São Paulo,200,3,1,3,1280000,-23.53478,-46.7182204
,Parque São Domingos,São Paulo,250,4,4,4,1150000,-22.9348324,-45.4534005
"Rua Bernardino de Campos, 731 ",Campo Belo,São Paulo,180,3,3,2,900000,-21.183778874074072,-47.81036360952381
Rua Cruzeiro,Barra Funda,São Paulo,70,2,2,2,460000,-23.4701427,-46.2538737
Rua Mauricina,Vila Romana,São Paulo,150,2,3,3,1280000,-23.5288461,-46.6919254
,Jardim Leonor,São Paulo,506,4,5,6,3500000,-23.6087105,-46.9300813
"Rua Guararapes, 1536 ",Brooklin Paulista,São Paulo,130,3,1,2,1100000,-21.2474679,-50.6503938
Rua Cerro Corá,Vila Romana,São Paulo,98,2,2,1,791000,-23.5398078,-46.7053108
Rua Igaratinga,Vila Santa Clara,São Paulo,80,2,2,2,490000,-23.5784342,-46.5619232
"Rua Marco Aurélio, 1381 ",Vila Romana,São Paulo,270,3,2,1,950000,-23.5291834,-46.6993951
Rua Colorado,Vila Carioca,São Paulo,232,3,2,3,450000,-23.4065138,-46.4511897
Alameda dos Indígenas,Planalto Paulista,São Paulo,312,3,3,5,1900000,-23.6083989,-46.6511732
"Rua Domingos Furtado Valadares, 55 ",Jardim Consórcio,São Paulo,178,3,4,3,550000,-23.6721735,-46.673067
"Rua Joaquim Nabuco, 2050 ",Brooklin Paulista,São Paulo,200,3,1,4,1600000,-21.8796476,-51.8476743
,Jardim Guedala,São Paulo,450,3,4,5,3100000,-23.5873828,-46.71764795766417
,Alto da Lapa,São Paulo,420,4,5,6,1864500,-23.5273913,-46.7130594
Rua Constantino de Sousa,Campo Belo,São Paulo,480,6,7,5,7200000,-23.6152974,-46.6716677
,Jardim Guedala,São Paulo,365,3,5,4,3300000,-23.5873828,-46.71764795766417
,Jardim Luzitânia,São Paulo,460,3,4,3,5500000,-23.64705085,-46.78020523242816
Rua Primavera,Jardim Paulista,São Paulo,665,4,4,6,5500000,-20.4169367,-49.9677991
"Rua Paulo Rafael, 51 ",Vila Hebe,São Paulo,110,2,2,2,480000,-23.4763946,-46.6748934
Rua Wanderley,Perdizes,São Paulo,600,6,6,4,2300000,-23.2407042,-46.7710248
Rua Wanderley,Perdizes,São Paulo,605,6,6,4,2300000,-23.2407042,-46.7710248
"Rua Álvaro Rodrigues, 1008 ",Vila Cordeiro,São Paulo,300,3,2,3,1276600,-23.6190824,-46.6911353
"Rua Doutor João Batista de Lacerda, 952 ",Quarta Parada,São Paulo,100,3,1,1,852000,-23.551195,-46.586613
"Rua Jandiro Joaquim Pereira, 211 ",Morumbi,São Paulo,436,4,5,4,1600000,-23.6028875,-46.7225416
,Jardim Guedala,São Paulo,650,4,7,5,4500000,-23.5873828,-46.71764795766417
"Rua Morais de Barros, 367 ",Campo Belo,São Paulo,140,4,2,8,2020000,-23.6158039,-46.6727798
"Rua Antônio Pereira Mendes, 98 ",Jardim Prudência,São Paulo,251,3,5,5,1450000,-23.6541741,-46.6762224
"Avenida Ceci, 679 ",Planalto Paulista,São Paulo,520,3,1,3,2226000,-23.4982015,-46.8175235
"Rua Turiassu, 189 ",Perdizes,São Paulo,300,8,4,1,2000000,-23.5341181,-46.6650268
Rua Itaperuna,Pacaembu,São Paulo,780,4,8,4,11990000,-21.1827586,-48.9989631
"Rua Boquim, 42 ",Vila Ida,São Paulo,235,3,4,6,2240000,-23.5424809,-46.7094433
Rua Barão de Loreto,Vila São José (Ipiranga),São Paulo,180,3,4,2,2000000,-23.1465463,-45.7806824
,Vila Albertina,São Paulo,323,3,5,6,1270000,-23.4520555,-46.6113118
"Rua Barão de São Gabriel, 87 ",Bela Aliança,São Paulo,361,4,4,4,2500000,-23.5264877,-46.7229609
"Alameda Álvaro de Morais, 83 ",Planalto Paulista,São Paulo,208,3,1,5,1400000,-23.6265681,-46.6518424
"Rua Visconde de Indaiatuba, 126 ",Alto da Lapa,São Paulo,320,3,1,3,2128000,-23.5314264,-46.713662
Rua Judith,Vila Madalena,São Paulo,146,3,3,1,1500000,-23.7662421,-45.7512827
"Rua Lomas Valentinas, 369 ",Alto da Lapa,São Paulo,300,4,4,4,3290000,-23.5290416,-46.7230055
"Rua Luisiania, 780 ",Brooklin Paulista,São Paulo,180,3,4,2,1180000,-23.7029347,-46.8593261
,Jardim Guedala,São Paulo,449,4,5,5,3500000,-23.5873828,-46.71764795766417
"Rua Rocinha, 52 ",Bosque da Saúde,São Paulo,195,4,3,2,1800000,-23.6015305,-46.6330267
"Rua Francisco de Paula Brito, 306 ",Planalto Paulista,São Paulo,250,3,3,4,2190000,-23.6258752,-46.6516802
"Rua Otávio Tarquínio de Souza, 822 ",Campo Belo,São Paulo,300,4,3,3,3000000,-23.6204956,-46.6651744
"Rua Barão do Triunfo, 818 ",Brooklin Paulista,São Paulo,220,2,1,2,1914893,-23.6261601,-46.6851212
"Rua Lourenço Marques, 180 ",Vila Olímpia,São Paulo,82,3,2,1,1200000,-23.5977785,-46.6852936
"Rua dos Macunis, 799 ",Vila Madalena,São Paulo,240,3,1,5,1800000,-23.5584804,-46.6966992
"Rua Francisco Gomes da Silva Prado, 125 ",Bosque da Saúde,São Paulo,257,4,1,4,1100000,-23.7758057,-45.3535765
"Rua Porangaba, 161 ",Bosque da Saúde,São Paulo,200,4,1,4,1332000,-23.6127821,-46.626608
"Rua Potenji, 437 ",Vila Mariana,São Paulo,280,3,2,2,1950000,-23.6054944,-46.6335598
"Rua Murajuba, 113 ",Alto de Pinheiros,São Paulo,439,4,1,3,4200000,-23.5445747,-46.7121022
"Rua Califórnia, 37 ",Cidade Monções,São Paulo,527,4,6,4,9396000,-23.5181299,-46.3842947
"Rua Maestro Chiaffarelli, 402 ",Jardim Paulista,São Paulo,260,3,1,4,3900000,-23.5756181,-46.6654857
"Praça Doutor Silas Botelho, 123 ",Sumaré,São Paulo,378,3,3,2,2000000,-23.5487101,-46.6772976836113
"Rua Eunice Weaver, 235 ",Jardim Anália Franco,São Paulo,150,3,2,3,1219000,-23.5568386,-46.5672036
"Rua Mário, 176 ",Vila Romana,São Paulo,212,2,1,2,1200000,-23.5312044,-46.6976398
,Jardim Guedala,São Paulo,454,4,5,5,3500000,-23.5873828,-46.71764795766417
"Rua Rocinha, 52 ",Bosque da Saúde,São Paulo,200,4,3,2,1800000,-23.6015305,-46.6330267
"Rua Caramuru, 1397 ",Saúde,São Paulo,200,4,1,3,1700000,-23.613637259616063,-46.63207475851672
"Rua Francisco de Paula Brito, 306 ",Planalto Paulista,São Paulo,255,3,3,4,2190000,-23.6258752,-46.6516802
"Rua Otávio Tarquínio de Souza, 822 ",Campo Belo,São Paulo,305,4,3,3,3000000,-23.6204956,-46.6651744
"Rua Barão do Triunfo, 818 ",Brooklin Paulista,São Paulo,225,2,1,2,1914893,-23.6261601,-46.6851212
"Rua Lourenço Marques, 180 ",Vila Olímpia,São Paulo,87,3,2,1,1200000,-23.5977785,-46.6852936
"Rua dos Macunis, 799 ",Vila Madalena,São Paulo,245,3,1,5,1800000,-23.5584804,-46.6966992
"Rua Francisco Gomes da Silva Prado, 125 ",Bosque da Saúde,São Paulo,262,4,1,4,1100000,-23.7758057,-45.3535765
"Rua Porangaba, 161 ",Bosque da Saúde,São Paulo,205,4,1,4,1332000,-23.6127821,-46.626608
"Rua Potenji, 437 ",Vila Mariana,São Paulo,285,3,2,2,1950000,-23.6054944,-46.6335598
"Rua Murajuba, 113 ",Alto de Pinheiros,São Paulo,444,4,1,3,4200000,-23.5445747,-46.7121022
"Rua Califórnia, 37 ",Cidade Monções,São Paulo,532,4,6,4,9396000,-23.5181299,-46.3842947
"Rua Maestro Chiaffarelli, 402 ",Jardim Paulista,São Paulo,265,3,1,4,3900000,-23.5756181,-46.6654857
"Praça Doutor Silas Botelho, 123 ",Sumaré,São Paulo,383,3,3,2,2000000,-23.5487101,-46.6772976836113
"Rua Eunice Weaver, 235 ",Jardim Anália Franco,São Paulo,155,3,2,3,1219000,-23.5568386,-46.5672036
"Rua Mário, 176 ",Vila Romana,São Paulo,217,2,1,2,1200000,-23.5312044,-46.6976398
"Rua Guaraiúva, 904 ",Cidade Monções,São Paulo,300,4,1,4,2000000,-23.608237852867134,-46.68639167052258
Rua Capitão Garcindo,Pacaembu,São Paulo,280,3,3,2,2100000,-23.5453794,-46.6727793
"Alameda dos Apetupás, 257 ",Planalto Paulista,São Paulo,150,3,1,6,4200000,,
"Rua Comendador Júlio Pereira Lopes, 222 ",Jardim da Glória,São Paulo,380,4,3,5,1350000,-23.5867326,-46.6215697
"Rua Abegoaria, 213 ",Jardim das Bandeiras,São Paulo,350,4,3,4,2250000,-23.5529995,-46.6853864
"Rua Camundo, 119 ",Planalto Paulista,São Paulo,365,7,1,3,1915000,-23.6262622,-46.6508514
"Rua Senador César Lacerda Vergueiro, 222 ",Sumarezinho,São Paulo,248,4,1,5,3500000,-23.5494655,-46.6925825
"Rua dos Americanos, 687 ",Barra Funda,São Paulo,150,3,2,1,840000,-23.5248286,-46.6553959
"Rua Coronel Irlandino Sandoval, 174 ",Jardim Paulistano,São Paulo,390,4,1,5,5050000,-23.5731437,-46.6912747
,Vila Matilde,São Paulo,153,4,2,2,690000,-23.536179,-46.524605
Rua Manuel Gaya,Vila Mazzei,São Paulo,113,3,4,2,660000,-23.4637044,-46.6013297
,Jardim Santo Elias,São Paulo,250,3,3,2,700000,-23.497383,-46.7491811
Rua Brás Lourenço,Vila Mariana,São Paulo,190,4,3,2,800000,-23.5829559,-46.623576
"Rua Diana, 922 ",Perdizes,São Paulo,122,4,1,1,1000000,-23.53603793295763,-46.68326005859268
"Rua Conselheiro Brotero, 121 ",Barra Funda,São Paulo,170,3,2,2,745000,-23.5285769019207,-46.65551079576527
"Rua Major Alberto Barbosa, 37 ",Penha de França,São Paulo,125,3,2,2,550000,-23.528363,-46.535156
"Rua Imbocuí, 342 ",Vila Moreira,São Paulo,167,2,2,3,1000000,-23.5268835,-46.5631344
